entity_id,risk_score,top_factors,reason_text,intervention_tier,bias_flag
STU-03481,0.4939,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. Review within 30 days advised.",Medium,True
STU-03482,0.8832,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, (mitigating) chosen course of study, and age at enrollment. Immediate intervention recommended.",High,True
STU-03483,0.8806,"['Tuition fees up to date', 'Age at enrollment', 'approval_rate']","High risk due to tuition payment status, age at enrollment, and low course approval rate. Immediate intervention recommended.",High,True
STU-03484,0.8994,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03485,0.6134,"['approval_rate', 'Admission grade', 'Age at enrollment']","Moderate risk influenced by low course approval rate, (mitigating) admission grade level, and age at enrollment. Review within 30 days advised.",Medium,True
STU-03486,0.067,"['approval_rate', 'GDP', 'Inflation rate']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) economic GDP conditions, and (mitigating) inflation rate environment. No immediate action required.",Low,True
STU-03487,0.9007,"['Tuition fees up to date', 'approval_rate', 'Curricular units 2nd sem (evaluations)']","High risk due to tuition payment status, low course approval rate, and 2nd semester evaluation attempts. Immediate intervention recommended.",High,True
STU-03488,0.8498,"['approval_rate', 'total_no_eval', 'Debtor']","High risk due to low course approval rate, skipping evaluations, and outstanding debt. Immediate intervention recommended.",High,True
STU-03489,0.0642,"['approval_rate', 'Admission grade', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) prior qualification grade. No immediate action required.",Low,True
STU-03490,0.4625,"['approval_rate', 'Course', 'Curricular units 1st sem (enrolled)']","Moderate risk influenced by low course approval rate, (mitigating) chosen course of study, and (mitigating) 1st semester enrollment. Review within 30 days advised.",Medium,True
STU-03491,0.8718,"['approval_rate', 'Unemployment rate', 'Course']","High risk due to low course approval rate, (mitigating) unemployment rate environment, and chosen course of study. Immediate intervention recommended.",High,True
STU-03492,0.8921,"['approval_rate', 'Course', 'Age at enrollment']","High risk due to low course approval rate, chosen course of study, and age at enrollment. Immediate intervention recommended.",High,True
STU-03493,0.8991,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03494,0.0745,"['approval_rate', 'Displaced', 'Course']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) displacement status, and chosen course of study. No immediate action required.",Low,True
STU-03495,0.0618,"['approval_rate', 'Admission grade', 'grade_delta']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) admission grade level, and (mitigating) dropping grades between semesters. No immediate action required.",Low,True
STU-03496,0.9001,"['Tuition fees up to date', 'Age at enrollment', 'approval_rate']","High risk due to tuition payment status, age at enrollment, and low course approval rate. Immediate intervention recommended.",High,True
STU-03497,0.8147,"['Age at enrollment', 'Course', 'approval_rate']","High risk due to age at enrollment, chosen course of study, and (mitigating) low course approval rate. Immediate intervention recommended.",High,True
STU-03498,0.0825,"['approval_rate', 'Course', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and admission grade level. No immediate action required.",Low,True
STU-03499,0.1398,"[""Mother's occupation"", 'approval_rate', 'Course']","Low risk. Key factors: (mitigating) mother's occupation, low course approval rate, and (mitigating) chosen course of study. No immediate action required.",Low,True
STU-03500,0.5609,"['approval_rate', 'GDP', 'Gender']","Moderate risk influenced by (mitigating) low course approval rate, economic GDP conditions, and gender. Review within 30 days advised.",Medium,True
STU-03501,0.8884,"['approval_rate', 'Age at enrollment', 'Course']","High risk due to low course approval rate, age at enrollment, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
STU-03502,0.0999,"['approval_rate', 'Tuition fees up to date', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, tuition payment status, and (mitigating) prior qualification grade. No immediate action required.",Low,True
STU-03503,0.0676,"['approval_rate', 'Course', 'Age at enrollment']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) age at enrollment. No immediate action required.",Low,True
STU-03504,0.098,"['approval_rate', 'Course', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) displacement status. No immediate action required.",Low,True
STU-03505,0.8622,"['approval_rate', 'Age at enrollment', 'Curricular units 1st sem (evaluations)']","High risk due to low course approval rate, (mitigating) age at enrollment, and (mitigating) 1st semester evaluation attempts. Immediate intervention recommended.",High,True
STU-03506,0.9006,"['Tuition fees up to date', 'approval_rate', 'Age at enrollment']","High risk due to tuition payment status, low course approval rate, and age at enrollment. Immediate intervention recommended.",High,True
STU-03507,0.0719,"['approval_rate', 'Course', 'Displaced']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) displacement status. No immediate action required.",Low,True
STU-03508,0.072,"['approval_rate', 'Gender', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, gender, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03509,0.0634,"['approval_rate', 'Course', 'Scholarship holder']","Low risk. Key factors: (mitigating) low course approval rate, (mitigating) chosen course of study, and (mitigating) scholarship support. No immediate action required.",Low,True
STU-03510,0.0833,"['approval_rate', 'GDP', 'Admission grade']","Low risk. Key factors: (mitigating) low course approval rate, economic GDP conditions, and admission grade level. No immediate action required.",Low,True
STU-03511,0.2298,"['Age at enrollment', 'approval_rate', 'Curricular units 2nd sem (grade)']","Low risk. Key factors: (mitigating) age at enrollment, low course approval rate, and (mitigating) 2nd semester grades. No immediate action required.",Low,True
STU-03512,0.7901,"['approval_rate', 'Course', ""Father's occupation""]","High risk due to low course approval rate, (mitigating) chosen course of study, and father's occupation. Immediate intervention recommended.",High,True
STU-03513,0.8947,"['approval_rate', 'grade_delta', 'Curricular units 2nd sem (approved)']","High risk due to low course approval rate, dropping grades between semesters, and low 2nd semester approvals. Immediate intervention recommended.",High,True
STU-03514,0.8035,"[""Mother's occupation"", 'Age at enrollment', 'Tuition fees up to date']","High risk due to mother's occupation, age at enrollment, and (mitigating) tuition payment status. Immediate intervention recommended.",High,True
STU-03515,0.1076,"['approval_rate', 'perf_delta', 'Curricular units 2nd sem (approved)']","Low risk. Key factors: low course approval rate, (mitigating) declining academic performance, and (mitigating) low 2nd semester approvals. No immediate action required.",Low,True
STU-03516,0.8767,"['approval_rate', 'Curricular units 1st sem (enrolled)', 'Course']","High risk due to low course approval rate, (mitigating) 1st semester enrollment, and (mitigating) chosen course of study. Immediate intervention recommended.",High,True
STU-03517,0.7984,"['approval_rate', 'total_no_eval', 'Age at enrollment']","High risk due to low course approval rate, skipping evaluations, and (mitigating) age at enrollment. Immediate intervention recommended.",High,True
STU-03518,0.0833,"[""Mother's occupation"", 'approval_rate', 'Tuition fees up to date']","Low risk. Key factors: (mitigating) mother's occupation, low course approval rate, and (mitigating) tuition payment status. No immediate action required.",Low,True
STU-03519,0.8783,"['approval_rate', 'Debtor', 'Course']","High risk due to low course approval rate, outstanding debt, and chosen course of study. Immediate intervention recommended.",High,True
STU-03520,0.0698,"['approval_rate', 'Course', 'Previous qualification (grade)']","Low risk. Key factors: (mitigating) low course approval rate, chosen course of study, and (mitigating) prior qualification grade. No immediate action required.",Low,True
